Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
68, b-SLICE,    3, 39.00,       4328, 0,3.09,32.286, 37.370, 39.031, 33.765,32, 2 0 ,4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.82%,  8.48%, 16.08%, 11.70%,  5.85%,  5.26%,  2.34%,  1.46%,  0.00%,  5.26%,  5.26%,  1.17%,  5.26%, 11.70%,  6.14%,  3.22%, 147830.07, 19241.35, 12368.28, 149220.26 , 16, 235, 100.22, 81, 197, 114.86, 80, 170, 138.87, 0.00%, 21.43%,0.00%, 44.05%, 0.00%, 2.98%, 12.50%, 4.17%, 14.88%, 0.00%, 31.69%,0.00%, 43.72%, 2.73%, 2.73%, 8.20%, 2.46%, 8.47%, 0.00%, 50.65%,0.00%, 22.08%, 3.90%, 2.60%, 7.79%, 2.60%, 10.39%, 0.00%, 53.57%,0.00%, 25.00%, 3.57%, 3.57%, 3.57%, 0.00%, 10.71%,0.00%, 0.0, 54.2, 28.8, 11.4, 74.6, 0.0, 1240.6, 3.430, 39
69, P-SLICE,    8, 37.00,      33528, 0,3.34,31.867, 37.198, 38.863, 33.408,27, 4 2 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.21%, 0.14%,  0.00%,  0.62%, 0.14%,  0.00%,  2.33%, 0.00%,  0.41%,  0.14%, 12.05%,  7.60%, 20.81%,  6.37%, 20.47%,  8.49%,  0.00%,  0.48%,  2.81%,  5.68%,  0.00%,  1.23%,  2.81%,  7.26%, 168136.50, 20290.00, 11065.07, 265564.13 , 16, 235, 101.46, 80, 195, 114.66, 73, 170, 139.07, 0.00%, 0.00%,0.00%, 37.50%, 37.50%, 0.00%, 0.00%, 25.00%, 0.00%, 0.87%, 7.25%,0.00%, 34.49%, 25.22%, 9.86%, 7.83%, 9.28%, 5.22%, 2.24%, 16.73%,0.00%, 30.82%, 31.22%, 3.57%, 6.02%, 4.29%, 5.10%, 5.56%, 29.17%,0.00%, 20.37%, 25.77%, 1.70%, 6.94%, 2.01%, 8.49%,0.00%, 0.2, 36.3, 60.0, 11.4, 200.3, 0.0, 1161.8, 4.126, 38
70, B-SLICE,    6, 38.00,       9728, 0,3.24,32.016, 37.358, 39.018, 33.559,29, 4 2 0 ,8 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  4.12%,  2.51%, 23.66%, 12.01%, 10.22%,  8.06%,  4.30%,  4.12%,  0.00%,  4.12%,  4.66%,  3.23%,  1.97%,  9.14%,  5.91%,  1.97%, 158380.60, 19296.29, 12355.93, 166919.82 , 16, 235, 100.82, 82, 199, 114.76, 81, 169, 138.97, 0.00%, 22.92%,0.00%, 43.75%, 4.17%, 6.25%, 10.42%, 5.21%, 7.29%, 0.00%, 24.42%,0.00%, 47.85%, 5.61%, 4.29%, 9.57%, 2.97%, 5.28%, 0.00%, 36.65%,0.00%, 31.68%, 3.73%, 7.14%, 10.25%, 2.80%, 7.76%, 0.00%, 38.16%,0.00%, 19.74%, 11.84%, 4.61%, 9.87%, 4.61%, 11.18%,0.00%, 0.0, 50.8, 44.0, 17.1, 108.5, 0.0, 1214.0, 2.874, 29
71, b-SLICE,    5, 39.00,       3600, 0,3.25,32.092, 37.368, 39.025, 33.618,30, 4 2 ,6 8 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.33%, 10.74%, 21.85%, 16.30%,  1.48%,  2.59%,  0.37%,  0.00%,  0.00%,  4.81%,  1.48%,  0.00%,  8.15%, 14.81%,  2.96%,  1.11%, 154348.36, 19256.54, 12870.94, 154454.13 , 16, 235, 100.58, 83, 197, 114.81, 77, 169, 138.92, 0.00%, 25.29%,0.00%, 41.38%, 0.00%, 2.30%, 10.34%, 4.02%, 16.67%, 0.00%, 28.49%,0.00%, 47.85%, 0.00%, 2.96%, 9.95%, 3.49%, 7.26%, 0.00%, 52.17%,0.00%, 17.39%, 0.00%, 0.00%, 8.70%, 8.70%, 13.04%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 62.1, 31.0, 11.3, 86.1, 0.0, 1271.1, 3.267, 45
72, b-SLICE,    7, 39.00,       3656, 0,3.23,31.872, 37.335, 38.969, 33.442,28, 6 4 2 ,8 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 19.30%,  5.61%, 16.49%, 12.28%,  2.81%,  2.11%,  1.05%,  1.40%,  0.00%,  3.86%,  2.11%,  0.70%,  6.67%, 16.84%,  3.51%,  5.26%, 162777.80, 19446.19, 12903.27, 163054.90 , 16, 235, 101.13, 80, 197, 114.72, 74, 170, 138.99, 0.00%, 21.11%,0.00%, 61.11%, 0.00%, 4.44%, 7.78%, 2.78%, 2.78%, 0.00%, 34.50%,0.00%, 43.27%, 1.75%, 2.34%, 7.60%, 2.92%, 7.60%, 0.00%, 53.33%,0.00%, 26.67%, 0.00%, 6.67%, 3.33%, 3.33%, 6.67%, 0.00%, 70.83%,0.00%, 12.50%, 0.00%, 2.08%, 6.25%, 2.08%, 6.25%,0.00%, 0.0, 46.3, 31.1, 11.3, 83.9, 0.0, 1212.5, 3.719, 47
73, P-SLICE,   10, 37.00,      22832, 0,3.31,31.782, 37.201, 38.847, 33.342,25, 8 6 4 2 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.08%,  0.67%, 0.17%,  0.08%,  1.50%, 0.00%,  0.67%,  1.00%, 10.56%,  7.98%, 19.12%,  7.23%, 14.13%,  7.23%,  0.00%,  1.00%,  3.08%,  5.24%,  0.17%,  3.82%,  7.40%,  8.89%, 169805.43, 20217.16, 11477.79, 217270.99 , 16, 235, 101.98, 79, 188, 114.53, 72, 170, 139.12, 0.00%, 9.09%,0.00%, 18.18%, 18.18%, 15.91%, 2.27%, 31.82%, 4.55%, 0.00%, 18.65%,0.00%, 31.83%, 18.65%, 6.43%, 7.40%, 7.56%, 9.49%, 1.99%, 27.88%,0.00%, 25.22%, 25.66%, 2.88%, 8.85%, 2.21%, 5.31%, 4.69%, 37.95%,0.00%, 15.18%, 22.77%, 2.01%, 9.15%, 1.12%, 7.14%,0.00%, 0.1, 45.0, 55.7, 11.3, 183.3, 0.0, 1228.9, 4.089, 47
74, b-SLICE,    9, 39.00,       3760, 0,3.23,31.892, 37.251, 38.899, 33.438,26, 8 6 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.29%,  6.46%, 18.37%, 18.71%,  2.72%,  4.08%,  0.00%,  0.00%,  0.00%,  9.86%,  1.70%,  0.00%,  6.46%, 14.97%,  2.38%,  0.00%, 161689.27, 19798.72, 12833.06, 162301.79 , 16, 235, 101.76, 80, 188, 114.56, 69, 170, 139.08, 0.00%, 23.75%,0.00%, 52.50%, 0.00%, 1.88%, 11.88%, 2.50%, 7.50%, 0.00%, 34.43%,0.00%, 39.62%, 0.00%, 3.77%, 8.96%, 3.07%, 10.14%, 0.00%, 37.50%,0.00%, 21.88%, 3.12%, 3.12%, 15.62%, 6.25%, 12.50%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 54.5, 35.1, 14.3, 87.7, 0.0, 1250.3, 2.919, 26
75, P-SLICE,   14, 37.00,      34088, 0,3.35,31.633, 37.113, 38.769, 33.210,21, 10 8 6 2 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.07%, 0.22%,  0.15%,  0.87%, 0.65%,  0.15%,  2.47%, 0.00%,  0.22%,  0.80%, 11.69%,  6.90%, 22.51%,  6.83%, 16.63%,  6.75%,  0.00%,  0.65%,  2.18%,  6.32%,  0.07%,  1.38%,  5.08%,  7.41%, 177408.02, 20708.04, 11520.16, 265728.73 , 16, 235, 103.22, 81, 191, 114.33, 71, 170, 139.20, 0.00%, 6.67%,0.00%, 13.33%, 6.67%, 20.00%, 0.00%, 43.33%, 10.00%, 0.32%, 8.89%,0.00%, 34.29%, 26.35%, 8.25%, 7.62%, 8.10%, 6.19%, 3.26%, 19.19%,0.00%, 31.67%, 27.83%, 3.36%, 3.93%, 4.80%, 5.95%, 8.09%, 33.99%,0.00%, 18.17%, 23.02%, 1.26%, 6.12%, 1.89%, 7.46%,0.00%, 0.1, 28.6, 67.6, 14.3, 201.7, 0.0, 1194.2, 3.615, 50
76, B-SLICE,   12, 38.00,       9992, 0,3.38,31.665, 37.279, 38.902, 33.271,23, 10 8 6 ,14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  4.81%,  3.21%, 21.39%, 12.48%, 12.30%,  7.84%,  3.57%,  1.60%,  0.00%,  4.28%,  6.42%,  2.50%,  1.43%,  5.53%,  8.20%,  4.46%, 171785.36, 19718.44, 12666.19, 181093.30 , 16, 235, 102.55, 82, 198, 114.45, 77, 170, 139.16, 0.00%, 15.09%,0.00%, 49.06%, 1.89%, 6.60%, 6.60%, 10.38%, 10.38%, 0.00%, 20.00%,0.00%, 48.00%, 6.55%, 6.36%, 8.91%, 2.91%, 7.27%, 0.00%, 42.05%,0.00%, 27.69%, 7.69%, 2.05%, 6.15%, 3.85%, 10.51%, 0.00%, 57.35%,0.00%, 17.65%, 11.76%, 0.74%, 3.68%, 2.21%, 6.62%,0.00%, 0.0, 61.0, 42.1, 14.7, 117.2, 0.0, 1239.8, 3.326, 26
77, b-SLICE,   11, 39.00,       3616, 0,3.35,31.710, 37.301, 38.916, 33.309,24, 10 6 ,12 14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 16.48%,  7.69%, 14.65%, 12.82%,  4.40%,  0.37%,  0.37%,  1.47%,  0.00%,  2.93%,  1.83%,  0.00%,  8.79%, 21.61%,  4.03%,  2.56%, 168699.79, 19634.29, 13426.05, 169848.15 , 16, 235, 102.32, 80, 197, 114.48, 78, 170, 139.15, 0.00%, 26.67%,0.00%, 50.00%, 0.00%, 2.22%, 7.78%, 5.56%, 7.78%, 0.00%, 38.95%,0.00%, 39.53%, 1.16%, 2.91%, 6.98%, 4.65%, 5.81%, 0.00%, 55.17%,0.00%, 37.93%, 3.45%, 0.00%, 3.45%, 0.00%, 0.00%, 0.00%, 58.33%,0.00%, 0.00%, 8.33%, 4.17%, 12.50%, 0.00%, 16.67%,0.00%, 0.0, 90.4, 29.5, 12.2, 65.1, 0.0, 1285.5, 2.570, 24
78, b-SLICE,   13, 39.00,       3832, 0,3.22,31.655, 37.273, 38.866, 33.259,22, 12 10 6 ,14 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 19.93%,  4.35%, 19.93%, 11.96%,  2.17%,  3.26%,  0.72%,  0.72%,  0.00%,  8.70%,  2.54%,  0.36%,  7.61%, 13.77%,  2.90%,  1.09%, 170817.93, 19802.39, 13373.59, 171455.99 , 16, 235, 103.01, 81, 189, 114.33, 71, 171, 139.18, 0.00%, 23.86%,0.00%, 62.50%, 0.00%, 1.14%, 4.55%, 1.70%, 6.25%, 0.00%, 34.44%,0.00%, 46.67%, 0.56%, 1.67%, 6.67%, 4.44%, 5.56%, 0.00%, 50.00%,0.00%, 20.00%, 0.00%, 3.33%, 3.33%, 6.67%, 16.67%, 0.00%, 50.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 12.50%, 12.50%,0.00%, 0.0, 65.8, 32.5, 12.2, 84.6, 0.0, 1243.2, 2.963, 38
79, P-SLICE,   18, 37.00,      36568, 0,3.20,31.508, 37.206, 38.850, 33.138,17, 14 12 10 6 , -, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.25%, 0.25%,  0.00%,  0.63%, 0.06%,  0.00%,  3.62%, 0.00%,  0.13%,  0.38%,  9.40%,  5.33%, 24.13%,  7.62%, 19.68%,  8.44%,  0.00%,  0.38%,  1.71%,  3.17%,  0.25%,  1.33%,  4.89%,  8.19%, 182608.81, 20243.67, 11659.43, 276047.27 , 16, 235, 103.44, 81, 192, 114.41, 74, 170, 139.14, 0.00%, 33.33%,0.00%, 8.33%, 8.33%, 12.50%, 4.17%, 33.33%, 0.00%, 2.03%, 9.15%,0.00%, 35.25%, 25.08%, 6.27%, 5.25%, 8.31%, 8.64%, 2.27%, 16.83%,0.00%, 31.07%, 30.42%, 4.37%, 5.34%, 3.07%, 6.63%, 8.53%, 26.32%,0.00%, 15.15%, 30.44%, 1.25%, 8.46%, 0.88%, 8.97%,0.00%, 0.1, 45.7, 68.8, 12.2, 218.7, 0.0, 1171.5, 3.978, 29
80, B-SLICE,   16, 38.00,      10608, 0,3.27,31.550, 37.258, 38.921, 33.185,19, 14 12 10 ,18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.65%,  1.43%, 23.65%, 13.17%, 12.06%,  6.35%,  5.56%,  4.60%,  0.00%,  3.49%,  4.13%,  2.06%,  0.79%,  8.89%,  6.51%,  3.65%, 176531.27, 19771.41, 12956.34, 184618.99 , 16, 235, 103.33, 79, 192, 114.35, 72, 170, 139.11, 0.00%, 13.51%,0.00%, 62.16%, 0.00%, 5.41%, 2.70%, 8.11%, 8.11%, 0.00%, 22.94%,0.00%, 46.47%, 6.18%, 5.88%, 5.88%, 5.88%, 6.76%, 0.00%, 36.61%,0.00%, 32.79%, 8.74%, 5.74%, 6.28%, 2.46%, 7.38%, 0.00%, 36.00%,0.00%, 24.00%, 11.00%, 4.50%, 8.50%, 1.50%, 14.50%,0.00%, 0.0, 60.7, 50.8, 20.5, 112.8, 0.0, 1226.7, 2.541, 22
81, b-SLICE,   15, 39.00,       3808, 0,3.27,31.639, 37.271, 38.911, 33.252,20, 14 12 ,16 18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 16.67%,  9.47%, 23.86%, 10.23%,  1.89%,  2.27%,  0.76%,  0.00%,  0.00%,  9.09%,  2.27%,  0.00%,  7.20%, 14.77%,  0.76%,  0.76%, 171608.76, 19724.59, 13529.99, 172538.59 , 16, 235, 103.33, 80, 188, 114.34, 71, 171, 139.17, 0.00%, 21.59%,0.00%, 50.00%, 0.00%, 2.27%, 9.09%, 2.27%, 14.77%, 0.00%, 34.43%,0.00%, 48.63%, 2.19%, 3.55%, 5.19%, 2.19%, 3.83%, 0.00%, 42.11%,0.00%, 21.05%, 5.26%, 7.89%, 7.89%, 5.26%, 10.53%, 0.00%, 50.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 63.3, 47.1, 21.7, 97.6, 5.3, 1284.4, 2.659, 31
82, b-SLICE,   17, 39.00,       3752, 0,3.35,31.526, 37.313, 38.959, 33.178,18, 16 14 12 ,18 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 17.20%,  7.53%, 18.64%, 10.39%,  3.58%,  3.23%,  0.00%,  0.00%,  0.00%,  7.53%,  1.08%,  0.00%,  6.81%, 16.85%,  4.30%,  2.87%, 175957.56, 19522.37, 13916.84, 176502.59 , 16, 235, 103.42, 79, 190, 114.37, 72, 171, 139.11, 0.00%, 21.59%,0.00%, 54.55%, 0.00%, 3.98%, 9.66%, 2.84%, 7.39%, 0.00%, 37.99%,0.00%, 45.25%, 0.56%, 1.96%, 5.31%, 1.96%, 6.98%, 0.00%, 44.12%,0.00%, 29.41%, 0.00%, 4.41%, 16.18%, 0.00%, 5.88%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 46.4, 47.1, 21.7, 71.5, 6.3, 1227.6, 2.563, 31
83, P-SLICE,   22, 37.00,      38432, 0,3.25,31.545, 37.179, 38.792, 33.155,13, 18 16 14 12 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.66%, 0.07%,  0.33%,  1.12%, 0.46%,  0.13%,  3.35%, 0.00%,  0.20%,  0.53%, 10.32%,  5.98%, 20.18%,  6.51%, 20.12%,  9.34%,  0.00%,  0.46%,  3.22%,  3.94%,  0.07%,  1.31%,  3.81%,  7.89%, 181905.33, 20592.69, 11424.67, 284087.84 , 16, 235, 103.43, 82, 190, 114.59, 76, 171, 139.00, 0.00%, 8.33%,0.00%, 8.33%, 16.67%, 33.33%, 0.00%, 20.83%, 12.50%, 3.17%, 8.57%,0.00%, 33.02%, 26.35%, 7.46%, 4.29%, 10.16%, 6.98%, 4.29%, 19.96%,0.00%, 32.46%, 24.81%, 2.99%, 5.60%, 3.54%, 6.34%, 8.72%, 26.16%,0.00%, 18.17%, 26.31%, 1.45%, 9.45%, 1.89%, 7.85%,0.00%, 0.1, 43.4, 74.5, 21.7, 195.2, 0.0, 1178.0, 3.067, 34
84, B-SLICE,   20, 38.00,      11720, 0,3.08,31.487, 37.316, 38.940, 33.147,15, 18 16 12 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.57%,  2.08%, 19.20%, 10.12%, 12.35%,  7.14%,  5.65%,  5.51%,  0.00%,  3.87%,  6.10%,  2.98%,  0.60%,  8.33%,  6.99%,  5.51%, 179722.50, 19549.88, 12653.51, 190707.89 , 16, 235, 103.00, 81, 190, 114.41, 73, 170, 139.09, 0.00%, 9.52%,0.00%, 57.14%, 0.00%, 3.57%, 8.33%, 13.10%, 8.33%, 0.00%, 26.54%,0.00%, 44.66%, 6.80%, 6.47%, 6.47%, 3.72%, 5.34%, 0.00%, 40.18%,0.00%, 27.40%, 10.50%, 2.97%, 6.62%, 4.79%, 7.53%, 0.00%, 43.18%,0.00%, 14.39%, 14.39%, 3.41%, 13.26%, 2.27%, 9.09%,0.00%, 0.0, 57.0, 54.3, 23.3, 130.6, 0.0, 1246.1, 3.444, 38
85, b-SLICE,   19, 39.00,       4848, 0,3.28,31.549, 37.326, 38.991, 33.201,16, 18 16 ,20 22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.47%,  6.92%, 27.36%, 12.58%,  2.20%,  2.20%,  2.83%,  1.57%,  0.00%,  1.26%,  1.89%,  0.31%,  4.09%, 14.15%,  4.09%,  4.09%, 175148.18, 19430.83, 13630.11, 177016.22 , 16, 235, 103.23, 81, 189, 114.39, 72, 170, 139.09, 0.00%, 16.05%,0.00%, 56.79%, 0.00%, 1.85%, 10.49%, 5.56%, 9.26%, 0.00%, 23.79%,0.00%, 53.88%, 2.91%, 3.16%, 8.01%, 2.67%, 5.58%, 0.00%, 57.58%,0.00%, 18.18%, 3.03%, 1.52%, 7.58%, 0.00%, 12.12%, 0.00%, 50.00%,0.00%, 28.57%, 3.57%, 3.57%, 7.14%, 0.00%, 7.14%,0.00%, 0.0, 66.3, 33.7, 15.0, 87.6, 0.0, 1299.2, 3.319, 26
86, b-SLICE,   21, 39.00,       4352, 0,3.23,31.543, 37.340, 38.947, 33.193,14, 20 18 16 ,22 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 16.50%,  3.56%, 19.74%, 10.36%,  3.88%,  3.24%,  2.59%,  0.00%,  0.00%,  6.80%,  3.24%,  0.65%,  7.44%, 13.92%,  4.85%,  3.24%, 175434.96, 19471.08, 13305.67, 177300.96 , 16, 235, 102.90, 81, 191, 114.45, 70, 170, 139.08, 0.00%, 27.06%,0.00%, 60.00%, 0.00%, 3.53%, 4.71%, 1.76%, 2.94%, 0.00%, 34.22%,0.00%, 45.99%, 2.67%, 3.74%, 5.35%, 2.14%, 5.88%, 0.00%, 53.19%,0.00%, 25.53%, 0.00%, 2.13%, 8.51%, 2.13%, 8.51%, 0.00%, 60.00%,0.00%, 25.00%, 15.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 41.5, 34.4, 15.1, 92.6, 0.0, 1243.2, 3.215, 52
87, P-SLICE,   27, 37.00,      39736, 0,3.23,31.510, 37.180, 38.787, 33.128,8, 22 20 18 16 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.59%, 0.12%,  0.06%,  1.13%, 0.30%,  0.36%,  5.28%, 0.00%,  0.24%,  0.59%,  6.88%,  5.16%, 17.38%,  7.24%, 21.89%, 10.32%,  0.00%,  0.47%,  1.54%,  3.86%,  0.12%,  1.84%,  5.87%,  8.78%, 183133.63, 20352.56, 11418.71, 290001.21 , 16, 235, 104.73, 81, 190, 115.22, 75, 169, 138.62, 0.00%, 12.50%,0.00%, 12.50%, 12.50%, 12.50%, 0.00%, 37.50%, 12.50%, 3.55%, 13.83%,0.00%, 39.01%, 12.77%, 8.16%, 5.32%, 10.46%, 6.91%, 3.91%, 22.24%,0.00%, 27.22%, 24.91%, 4.80%, 5.69%, 4.00%, 7.21%, 11.68%, 24.88%,0.00%, 15.89%, 27.22%, 1.46%, 8.70%, 0.82%, 9.35%,0.00%, 0.1, 41.3, 78.0, 15.2, 231.7, 0.0, 1124.0, 3.815, 40
88, B-SLICE,   25, 38.00,      13880, 0,3.25,31.409, 37.209, 38.861, 33.066,10, 22 20 16 ,27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.17%,  1.66%, 15.71%, 13.03%, 12.01%,  6.13%,  8.68%,  6.51%,  0.00%,  2.81%,  6.26%,  4.47%,  0.26%,  7.41%,  9.07%,  3.83%, 183384.07, 20023.27, 12408.61, 202244.30 , 16, 235, 105.27, 81, 190, 114.89, 74, 169, 138.80, 0.00%, 6.25%,0.00%, 37.50%, 15.62%, 4.69%, 7.81%, 20.31%, 7.81%, 0.00%, 23.88%,0.00%, 35.52%, 10.15%, 8.06%, 7.46%, 5.82%, 9.10%, 0.00%, 45.80%,0.00%, 28.24%, 7.63%, 3.82%, 6.11%, 2.86%, 5.53%, 0.00%, 35.33%,0.00%, 15.22%, 21.74%, 4.08%, 11.14%, 2.99%, 9.51%,0.00%, 0.0, 64.7, 62.0, 26.4, 153.2, 0.0, 1202.3, 3.081, 37
89, b-SLICE,   23, 39.00,       6440, 0,3.00,31.425, 37.243, 38.843, 33.080,12, 22 20 ,25 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.03%,  5.35%, 22.87%, 10.95%,  6.57%,  5.84%,  3.16%,  2.92%,  0.00%,  6.08%,  2.43%,  0.49%,  3.41%, 11.19%,  5.60%,  5.11%, 180820.85, 19926.64, 13466.36, 186369.61 , 16, 235, 104.18, 82, 187, 114.69, 77, 170, 138.90, 0.00%, 20.29%,0.00%, 47.83%, 0.00%, 7.97%, 9.42%, 6.52%, 7.97%, 0.00%, 29.58%,0.00%, 46.25%, 5.42%, 3.54%, 3.96%, 3.33%, 7.92%, 0.00%, 39.29%,0.00%, 29.76%, 2.38%, 3.57%, 8.33%, 4.17%, 12.50%, 0.00%, 47.92%,0.00%, 8.33%, 18.75%, 0.00%, 8.33%, 6.25%, 10.42%,0.00%, 0.0, 75.7, 47.3, 20.8, 100.5, 0.0, 1328.8, 2.807, 54
90, b-SLICE,   24, 39.00,       6552, 0,3.39,31.387, 37.263, 38.855, 33.055,11, 22 20 ,25 27 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  5.13%,  6.29%, 19.35%, 14.45%,  6.06%,  5.59%,  4.90%,  1.86%,  0.00%,  6.53%,  4.20%,  1.40%,  3.50%, 13.05%,  4.66%,  3.03%, 182328.56, 19849.20, 13249.04, 187325.46 , 16, 235, 104.83, 81, 190, 114.79, 74, 172, 138.88, 0.00%, 23.44%,0.00%, 32.81%, 1.56%, 14.06%, 9.38%, 7.81%, 10.94%, 0.00%, 32.43%,0.00%, 42.47%, 1.16%, 3.86%, 6.56%, 6.37%, 7.14%, 0.00%, 43.18%,0.00%, 28.41%, 1.14%, 6.82%, 7.95%, 4.55%, 7.95%, 0.00%, 39.58%,0.00%, 20.83%, 22.92%, 2.08%, 6.25%, 3.12%, 5.21%,0.00%, 0.0, 57.6, 47.3, 20.8, 99.0, 0.0, 1258.6, 2.815, 33
